platform_label,fixture_id,fixture_family,mutation,source_strict_accept,source_issue_codes,source_decode_success,encoder,policy,policy_action,output_emitted,output_strict_accept,output_issue_codes,output_decode_success,input_envelope_bytes,envelope_contract_applicable,input_envelope_byte_exact,semantic_contract_applicable,supported_semantics_retained,output_exif_orientation,output_icc_profile_sha256,compressed_core_exact,pixels_exact_to_reencode_control,reencode_mean_absolute_error,reencode_maximum_absolute_error,output_size_bytes,output_sha256,output_bgr_sha256,error_category
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,pillow,normalize,strip_unsupported_input_metadata,1,1,none,1,60004,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,pillow,reject,strip_unsupported_input_metadata,1,1,none,1,60004,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,opencv,preserve,blind_copy_input_envelope,1,1,none,1,60004,1,1,0,n/a,,,1,1,0.036680912,7,62706,5edac94a6a66210ea8bc96af5990c0f6b42afdf5060ac1919a332e664d39909a,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,opencv,strip,strip_input_metadata,1,1,none,1,60004,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,opencv,normalize,strip_unsupported_input_metadata,1,1,none,1,60004,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_large_valid,resource_boundary,single_60000_byte_app15,1,none,1,opencv,reject,strip_unsupported_input_metadata,1,1,none,1,60004,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,pillow,preserve,blind_copy_input_envelope,1,0,app_segment_limit_exceeded,1,200,1,1,0,n/a,,,1,1,0.036680912,7,2902,91376c5d4422b690c4691a9b292bd6e4bcf90f593a15ed73b0b23964c9209663,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,pillow,strip,strip_input_metadata,1,1,none,1,200,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,200,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,pillow,reject,strict_reject,0,n/a,n/a,0,200,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,opencv,preserve,blind_copy_input_envelope,1,0,app_segment_limit_exceeded,1,200,1,1,0,n/a,,,1,1,0.036680912,7,2902,91376c5d4422b690c4691a9b292bd6e4bcf90f593a15ed73b0b23964c9209663,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,opencv,strip,strip_input_metadata,1,1,none,1,200,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,200,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app15_segment_limit,resource_boundary,forty_small_app15_segments,0,app_segment_limit_exceeded,1,opencv,reject,strict_reject,0,n/a,n/a,0,200,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,pillow,preserve,blind_copy_input_envelope,1,0,invalid_segment_length|missing_sos,1,4,1,1,0,n/a,,,1,1,0.036680912,7,2706,4c622d8230c8225d2958d5bd4a7cf5144f0e34cfda4561f61bd019044eb4507c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,pillow,strip,strip_input_metadata,1,1,none,1,4,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,4,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,pillow,reject,strict_reject,0,n/a,n/a,0,4,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,opencv,preserve,blind_copy_input_envelope,1,0,invalid_segment_length|missing_sos,1,4,1,1,0,n/a,,,1,1,0.036680912,7,2706,4c622d8230c8225d2958d5bd4a7cf5144f0e34cfda4561f61bd019044eb4507c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,opencv,strip,strip_input_metadata,1,1,none,1,4,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,4,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_length_one,malformed_framing,illegal_segment_length_one,0,invalid_segment_length|missing_sos,1,opencv,reject,strict_reject,0,n/a,n/a,0,4,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,pillow,preserve,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,pillow,strip,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,pillow,normalize,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,pillow,reject,strict_reject,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,opencv,preserve,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,opencv,strip,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,opencv,normalize,source_decode_failed,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_length_overrun,malformed_framing,declared_segment_exceeds_file,0,segment_overrun|missing_sos,0,opencv,reject,strict_reject,0,n/a,n/a,0,9,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,source_decoder_rejected
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,pillow,preserve,blind_copy_input_envelope,1,1,none,1,49,1,1,0,n/a,,,1,1,0.036680912,7,2751,e8e756b0dd8bf3179f2d1d3bf8a7936603b6c94064a35805e9e6b7a5cd45633c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,pillow,strip,strip_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,pillow,normalize,strip_unsupported_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,pillow,reject,strip_unsupported_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,opencv,preserve,blind_copy_input_envelope,1,1,none,1,49,1,1,0,n/a,,,1,1,0.036680912,7,2751,e8e756b0dd8bf3179f2d1d3bf8a7936603b6c94064a35805e9e6b7a5cd45633c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,opencv,strip,strip_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,opencv,normalize,strip_unsupported_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,app1_unknown_valid,unknown_app,well_framed_non_exif_app1,1,none,1,opencv,reject,strip_unsupported_input_metadata,1,1,none,1,49,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,pillow,preserve,blind_copy_input_envelope,1,0,exif_conflicting_orientation,1,72,1,1,0,n/a,3,,1,1,0.036680912,7,2774,35292ee4b484668aa5714a9f9fb7e27b744b5dd6e825dcd76cd25a6778c93ef8,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,pillow,strip,strip_input_metadata,1,1,none,1,72,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,72,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,pillow,reject,strict_reject,0,n/a,n/a,0,72,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,opencv,preserve,blind_copy_input_envelope,1,0,exif_conflicting_orientation,1,72,1,1,0,n/a,3,,1,1,0.036680912,7,2774,35292ee4b484668aa5714a9f9fb7e27b744b5dd6e825dcd76cd25a6778c93ef8,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,opencv,strip,strip_input_metadata,1,1,none,1,72,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,72,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_conflicting_orientation,malformed_exif,duplicate_orientation_3_and_6,0,exif_conflicting_orientation,1,opencv,reject,strict_reject,0,n/a,n/a,0,72,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,pillow,preserve,blind_copy_input_envelope,1,0,exif_ifd_offset_out_of_bounds,1,18,1,1,0,n/a,,,1,1,0.036680912,7,2720,57bc37fb1d85120dcb938d7a41d41f5ce4092fe57b0afaedc035904ee2964dff,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,pillow,strip,strip_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,pillow,reject,strict_reject,0,n/a,n/a,0,18,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,opencv,preserve,blind_copy_input_envelope,1,0,exif_ifd_offset_out_of_bounds,1,18,1,1,0,n/a,,,1,1,0.036680912,7,2720,57bc37fb1d85120dcb938d7a41d41f5ce4092fe57b0afaedc035904ee2964dff,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,opencv,strip,strip_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_ifd_offset_oob,malformed_exif,ifd_offset_out_of_bounds,0,exif_ifd_offset_out_of_bounds,1,opencv,reject,strict_reject,0,n/a,n/a,0,18,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,pillow,preserve,blind_copy_input_envelope,1,0,exif_invalid_byte_order,1,18,1,1,0,n/a,,,1,1,0.036680912,7,2720,3f0e70c2c3702f56ca2c35fc869159cdb7450324c9eb680e0939303fd72922ab,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,pillow,strip,strip_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,pillow,normalize,strip_invalid_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,pillow,reject,strict_reject,0,n/a,n/a,0,18,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,opencv,preserve,blind_copy_input_envelope,1,0,exif_invalid_byte_order,1,18,1,1,0,n/a,,,1,1,0.036680912,7,2720,3f0e70c2c3702f56ca2c35fc869159cdb7450324c9eb680e0939303fd72922ab,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,opencv,strip,strip_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,opencv,normalize,strip_invalid_input_metadata,1,1,none,1,18,1,0,0,n/a,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_invalid_byte_order,malformed_exif,invalid_tiff_byte_order,0,exif_invalid_byte_order,1,opencv,reject,strict_reject,0,n/a,n/a,0,18,0,n/a,0,n/a,,,n/a,n/a,nan,nan,0,,,strict_policy_reject
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,pillow,preserve,blind_copy_input_envelope,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,pillow,strip,strip_input_metadata,1,1,none,1,36,1,0,1,0,,,1,1,0.036680912,7,2702,4918ff536d48ca95b0a4d6bca816ea627df42af453021b8460d98bccff01f854,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
linux-x64-reference,exif_orientation_6_valid,valid_exif,orientation_6,1,none,1,pillow,normalize,normalize_supported_metadata,1,1,none,1,36,1,1,1,1,6,,1,1,0.036680912,7,2738,325ad4c6210dbae088f7c5a264b35ef09e80563a57cb9242f8754bc069fb9c9c,4b7bda68721cd85bfa8ee91894c8f5ed12a7118dd47baec4610d765867b92d19,none
