comparison,control_id,source_stage,target_stage,source_edge_index,source_truth_role,target_edge_indices,target_truth_roles,inferred_relation_kind,relation_kind,candidate_count,truth_correct,history_modified_target_indices,history_generated_target_indices,history_modified_item_count,history_generated_item_count,history_unresolved_item_count,history_removed,history_relation_kind,direct_identity_checked,direct_is_same,direct_is_partner,direct_same_target_indices,direct_partner_target_indices,history_agrees
step_import,split_box,constructed,step_imported,16,long_y6_z3_right,17,long_y6_z3_right,one_to_one,one_to_one,1,1,,,,,,,,1,0,0,,,
step_import,split_box,constructed,step_imported,17,"edge_10,0,3__10,6,3",16,"edge_10,0,3__10,6,3",one_to_one,one_to_one,1,1,,,,,,,,1,0,0,,,
step_import,split_box,constructed,step_imported,18,long_y6_z0_right,18,long_y6_z0_right,one_to_one,one_to_one,1,1,,,,,,,,1,0,0,,,
step_import,split_box,constructed,step_imported,19,"edge_10,6,0__10,6,3",19,"edge_10,6,0__10,6,3",one_to_one,one_to_one,1,1,,,,,,,,1,0,0,,,
step_import,split_box,constructed,step_imported,20,"edge_10,0,0__10,6,0",20,"edge_10,0,0__10,6,0",one_to_one,one_to_one,1,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,1,"edge_0,0,0__3,0,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,2,"edge_3,0,0__3,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,3,"edge_0,2,0__3,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,4,"edge_0,0,0__0,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,5,"edge_0,0,0__3,0,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,6,"edge_3,0,0__3,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,7,"edge_0,2,0__3,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
step_import,coincident_faces,constructed,step_imported,8,"edge_0,0,0__0,2,0",,,ambiguous,ambiguous,2,1,,,,,,,,1,0,0,,,
same_domain_healing,split_box,step_imported,healed,1,"edge_0,0,0__0,0,3",1,"edge_0,0,0__0,0,3",one_to_one,one_to_one_modified,1,1,1,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,2,"edge_0,0,0__0,6,0",2,"edge_0,0,0__0,6,0",one_to_one,one_to_one_modified,1,1,2,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,3,"edge_0,6,0__0,6,3",3,"edge_0,6,0__0,6,3",one_to_one,one_to_one_modified,1,1,3,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,4,"edge_0,0,3__0,6,3",4,"edge_0,0,3__0,6,3",one_to_one,one_to_one_modified,1,1,4,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,5,long_y0_z0_left,12,long_y0_z0,many_to_one,many_to_one,1,1,12,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,6,long_y0_z3_left,5,long_y0_z3,many_to_one,many_to_one,1,1,5,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,7,"seam_4,0,0__4,0,3",,,unmatched,deleted,0,1,,,0,0,0,1,deleted,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,8,"seam_4,0,3__4,6,3",,,unmatched,deleted,0,1,,,0,0,0,1,deleted,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,9,long_y6_z3_left,7,long_y6_z3,many_to_one,many_to_one,1,1,7,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,10,long_y6_z0_left,11,long_y6_z0,many_to_one,many_to_one,1,1,11,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,11,"seam_4,6,0__4,6,3",,,unmatched,deleted,0,1,,,0,0,0,1,deleted,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,12,"seam_4,0,0__4,6,0",,,unmatched,deleted,0,1,,,0,0,0,1,deleted,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,13,long_y0_z0_right,12,long_y0_z0,many_to_one,many_to_one,1,1,12,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,14,long_y0_z3_right,5,long_y0_z3,many_to_one,many_to_one,1,1,5,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,15,"edge_10,0,0__10,0,3",8,"edge_10,0,0__10,0,3",one_to_one,one_to_one_modified,1,1,8,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,16,"edge_10,0,3__10,6,3",6,"edge_10,0,3__10,6,3",one_to_one,one_to_one_modified,1,1,6,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,17,long_y6_z3_right,7,long_y6_z3,many_to_one,many_to_one,1,1,7,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,18,long_y6_z0_right,11,long_y6_z0,many_to_one,many_to_one,1,1,11,,1,0,0,0,many_to_one,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,19,"edge_10,6,0__10,6,3",10,"edge_10,6,0__10,6,3",one_to_one,one_to_one_modified,1,1,10,,1,0,0,0,one_to_one_modified,1,0,0,,,1
same_domain_healing,split_box,step_imported,healed,20,"edge_10,0,0__10,6,0",9,"edge_10,0,0__10,6,0",one_to_one,one_to_one_modified,1,1,9,,1,0,0,0,one_to_one_modified,1,0,0,,,1
